"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Samuel P","https://www.tripadvisor.com/Profile/SamuelP2528","","","5","Jan 2023 • Couples","Worth every penny","We took the sunset flight and it was amazing! 😍Spectacular views and very accommodating! It was a wonderful experience that was worth every penny.","Couples","0","","Written January 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Analiza R","https://www.tripadvisor.com/Profile/analizar2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","","5","Jan 2023 • Couples","Just perfect!","Excellent tour! We had a wonderful once in a lifetime adventure and Maui Plane Rides made everything perfect!","Couples","0","","Written January 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ron Guse","https://www.tripadvisor.com/Profile/RGuse","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg","","5","Jan 2023 • Family","Must see!","Views were breathtaking.   Something you have to see to believe.   Great experience and totally worth it!","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/27/fe/d5/ca/maui-plane-rides.jpg","Written January 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kristina G","https://www.tripadvisor.com/Profile/DayTrip576981","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","","5","Jan 2023 • Family","Amazing!","What an amazing experience.  My family loved every minute and Eric was a great guide!  100% recommend. The sea clogs and watching the whales in the ocean from above.","Family","0","","Written January 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kenneth E","https://www.tripadvisor.com/Profile/A3886NOkennethe","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","","5","Jan 2023 • Couples","Peaceful","Smooth ride with great amount of views. Enjoyed the views of Maui shore. Cliffs were amazing. Great adventure!","Couples","0","","Written January 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Bumble Q","https://www.tripadvisor.com/Profile/bumbleq2022","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","","5","","Stunning:)","Magical experience, would definitely recommend this to some friends and family. The guy Eric is very accommodating and kind. He’s a great guy!!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/27/fb/bd/be/caption.jpg","Written January 23, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tosha C","https://www.tripadvisor.com/Profile/toshac66","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/a5/avatar076.jpg","Las Vegas, NV","5","Jan 2023 • Family","Best pilot ever !","He is the absolute best pilot in the world ! I totally recommend him . Smooth landing every time ! I will be back again ! And he’s the only pilot I’ll fly with in Maui ❤️thank you !","Family","0","","Written January 23, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"J W","https://www.tripadvisor.com/Profile/jwH5895LN","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","","5","Jan 2023 • Couples","Just wow","Eric, our pilot was wonderful. We had a great trip really lot of a lifetime. Also gave us a lot of education about Maria mountain count Maui county and the five islands that controls are truly a great experience and I will pay all my wife said over and over. Wow.","Couples","0","","Written January 23, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Fearless00286042228","https://www.tripadvisor.com/Profile/Fearless00286042228","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","","5","","WOW!","We had a wonderful experience. The weather was excellent, and our pal it was even better if we could give him a six star we would definitely worth the trip.","","0","","Written January 23, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Radi","https://www.tripadvisor.com/Profile/eradi8","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg","Portland, OR","5","Jan 2023 • Couples","The best way to see Maui and more!","Fantastic experience! We did the 5 island tour and it was beyond expectations! A definite to do if you want to level up your trip to Maui. Safe, informative pilot - can't wait to go again.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/27/f8/37/3d/maui-plane-rides.jpg","Written January 22, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Stepheneft","https://www.tripadvisor.com/Profile/Stepheneft1234","","San Jose, CA","5","Jan 2023 • Solo","Fantastic","Spectacular views, what a ride<br />The cliffs were fantastic, <br />Wonderful day in the air. Fantastic host.!!","Solo","0","","Written January 21, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Arty M","https://www.tripadvisor.com/Profile/502artym","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","","5","Jan 2023 • Couples","Great experience!","Awesome experience! Eric showed us a great a view of Maui! My wife helped fly the plane and it truly was a once in a lifetime experience.","Couples","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Becca T","https://www.tripadvisor.com/Profile/859hait","https://media-cdn.tripadvisor.com/media/photo-l/01/2a/fd/97/avatar.jpg","North Augusta, SC","5","Jan 2023 • Couples","Unlike anything else!","Most wonderful experience in Maui! I’m just speechless! Eric is an awesome guide. He really cares about our full experience! If there are 6 stars I would give it to this tour! And yes, I flew the plane!","Couples","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"David H","https://www.tripadvisor.com/Profile/davidhM345HM","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg","","5","Jan 2023 • Family","Excellent","The plane ride was very smooth and a great tour of the islands of Maui! Best way to see the island is from the right seat of Capt Eric’s plane.","Family","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mary H","https://www.tripadvisor.com/Profile/maryhZ7454SI","","","5","Jan 2023 • Family","AMAZING!! A MUST!!","Eric, our pilot, was AMAZING! Beautiful flight of the scenic islands and a smooth flight and landing. Highly recommend if coming to Maui!!","Family","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Maurie","https://www.tripadvisor.com/Profile/Maurieann12","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","","5","Jan 2023 • Family","Plane Ride","What an incredible ride! And such a smooth landing, our guide did a fabulous job and such a beautiful experience!","Family","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"MeganTK","https://www.tripadvisor.com/Profile/MeganTK","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","Lewis Center, OH","5","Jan 2023 • Family","An unforgettable experience!","An exhilarating experience we will never forget!  Our pilot was great. He made us feel incredibly safe and also gave us breathtaking views. A live volcano and an incredible sunset gave our family the experience of a lifetime!","Family","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Caden J","https://www.tripadvisor.com/Profile/594cadenj","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","","5","Jan 2023 • Family","Maui plane ride","Eric was really calm and enjoyable. Volcano and sunset was the best ever! Easy ride there and back. Landing was smooth as butter","Family","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Emma J","https://www.tripadvisor.com/Profile/F7436ONemmaj","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","","5","Jan 2023 • Family","Best experience ever","One time experience. Eric was amazing! He made us all feel so safe. If i would go again i would get him.","Family","0","","Written January 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sam","https://www.tripadvisor.com/Profile/ksrajiv06","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","","5","Jan 2023 • Family","Awesome","Simply Awesome experience!!<br />You can’t get a better view from of Maui<br />Eric is a master flyer….he best","Family","0","","Written January 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Radhika V","https://www.tripadvisor.com/Profile/radhikav2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","","5","Jan 2023 • Family","Surreal","It’s an unforgettable experience. A must do. Words cannot justify the experience. Eric is amazing perfect takeoff and landing.","Family","0","","Written January 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Matt D","https://www.tripadvisor.com/Profile/MattD440","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","Denver, CO","5","Jan 2023 • Couples","Unique adventure!","We took a private tour of the active volcano on the big island.  Amazing once in a lifetime experience, highly recommended.","Couples","0","","Written January 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jasmiola","https://www.tripadvisor.com/Profile/Jasmiola","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","","5","Jan 2023","Amazing experience!","Our plane ride with Eric was spectacular from start to finish. The weather was perfect, the scenery was incredible, and we enjoyed hearing about Maui's history and its landmarks. Eric made sure that we were able to take beautiful photos during our flight, including of the humpback whales in the water below. I would recommend this experience to anyone traveling to Maui. You won't regret a single moment!","","0","","Written January 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jane C","https://www.tripadvisor.com/Profile/janecK7404VS","","","5","","Unique","Don’t miss this once in a lifetime opportunity to take some natural beauty from above. I saw whales waterfalls and my husband actually flew the plane. So much fun","","0","","Written January 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ed Y","https://www.tripadvisor.com/Profile/CptCEY69","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","","5","Jan 2023","Airmazing","This was a simply incredible experience. While my daughter and I fly in general aviation airplanes all the time, my wife is a timid flyer. This experience was so smooth and the explanation was so solid that even she enjoyed the trip. We loved the Jurassic Park cliffs. We flew over Moloka‘i. The rim of the submerged volcano is amazing. Everything about this trip is well practiced and planned. The water is an entirely different color than you see in the whale watching or reef crawling boats. January is a perfect time to go. A whale breached in the half moon of the volcano while we orbited. It's worth the money. “You haven't seen a tree until you've seen its shadow from the sky.” - Amelia Earhart. You haven't seen the majesty of a pod of whales until you've seen them jump for joy from a plane, right above them. - Me just now","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/27/e2/a9/a2/8s-on-pylons-around-a.jpg","Written January 17, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Elizabeth K","https://www.tripadvisor.com/Profile/elizabethkN4933BL","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","","5","Jan 2023 • Family","Amazing","An amazing experience. Eric did a great job and talked us through the whole flight. Great service as well.","Family","0","","Written January 13, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Emily","https://www.tripadvisor.com/Profile/Emcajo167","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg","","5","Jan 2023 • Couples","Amazing!","Great experience! Wonderful weather, views, and historical information about the islands. Definitely would do again!","Couples","0","","Written January 12, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"CCasper912","https://www.tripadvisor.com/Profile/CCasper912","","Spokane, Washington","5","Jan 2023 • Friends","Awesome experience","Great experience.  Loved it.  Highly recommend.    Very nice people to deal with.  Worth every penny.  Wonderful part of my birthday trip to Hawaii.","Friends","0","","Written January 12, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Betty B","https://www.tripadvisor.com/Profile/410bettyb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","","5","Jan 2023 • Couples","Terrific","It was very beautiful very beautiful experience. Spectacular views scenery was amazing. I got to fly the plane.","Couples","0","","Written January 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"kberezowitz","https://www.tripadvisor.com/Profile/kberezowitz","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","Milwaukee, WI","5","","Amazing!!","Fantastic experience!<br />Eric was a super pilot and guide. <br />We saw several whales and a wonderful family of whales breaching and slapping.","","0","","Written January 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mike C","https://www.tripadvisor.com/Profile/Y2488SCmikec","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","Jan 2023 • Couples","Awesome","Awesome experience can’t wait to do it again !!!!!! <br />Great time a must do, gorgeous sunset learned a lot about Maui.","Couples","0","","Written January 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Melonie P","https://www.tripadvisor.com/Profile/meloniep431","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","","5","","Amazing","The pilot was absolutely amazing.  The pictures were out of this world.  Amazing memories. This is a must to see the beauty of Maui. ","","0","","Written January 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Neil","https://www.tripadvisor.com/Profile/Janioaks","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","","5","Jan 2023 • Couples","So worth the experience!","Amazing and so glad we did this for my wife’s birthday. I will cherish the visuals I saw for life. The views were amazing and our pilot was informative and flexible working with our schedule. Thank you so much!","Couples","0","","Written January 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Shilpi V","https://www.tripadvisor.com/Profile/ShilpivV","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg","Atlanta, GA","5","Jan 2023 • Couples","Amazing","Had a great trip! Informative and fun. Loved this as it was a surprise Birthday ride for me!<br />We were greeted with Leis and cold drinks afterwards. Beautiful day and views!","Couples","0","","Written January 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Teresa D","https://www.tripadvisor.com/Profile/H9504NAteresad","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","","5","Jan 2023 • Couples","Awesome","Fantastic flight!  It was such an amazing time!  Would recommend this to everyone without hesitation!!!","Couples","0","","Written January 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Flyer753305","https://www.tripadvisor.com/Profile/Flyer753305","","","5","Jan 2023 • Couples","Amazing","A must do on Maui! Absolutely amazing best view ever highly recommend this for everyone. We will be doing this again!","Couples","0","","Written January 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"kelsey","https://www.tripadvisor.com/Profile/kjpallad","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","","5","Jan 2023 • Couples","Outstanding","An absolutely wonderful experience! This is a must do in Maui. Your pilot, and your narrator was Eric, he was outstanding. We were even lucky enough<br />To see whales!","Couples","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"abagail l","https://www.tripadvisor.com/Profile/190abagaill","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","","5","Jan 2023 • Family","Amazing","It was amazing. Was able to see whales and the cliffs. The views were spectacular and a never forgetting experience.","Family","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Celissa P","https://www.tripadvisor.com/Profile/celissap2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","","5","Jan 2023 • Friends","Awesome!!","Had a great time with Eric!! It was an unforgettable experience! Can’t wait to come back! Thank you!","Friends","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Daniel H","https://www.tripadvisor.com/Profile/danielhO5647RN","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","","5","","Arialtacular","A great personal aerial Island tour of Maui and surrounding islands. Eric was a wonderful guide and pilot who flew us over spectacular terrain and whales in a twin engine Piper Aztec.","","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jenna H","https://www.tripadvisor.com/Profile/jennahY3506RI","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","5","Jan 2023 • Family","Amazing","It was absolutely amazing. Everything was smooth. I sat in the front seat and had the best view of everything. Seeing the cliffs and crater was awesome.","Family","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tremors C","https://www.tripadvisor.com/Profile/tremorsc","","","5","","Amazing flight seeing","Our family of 4 went a fantastic flight seeing tour.  Our pilot was amazing and showed us all the sights on 5 islands.  We saw whales, water falls and just great island beauty.","","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lycurgus S","https://www.tripadvisor.com/Profile/lycurguss","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","Jan 2023 • Family","Nice","Was a fun time! You get to fly over these great Hawaiian islands. This time of year was perfect because we got to see the whales!","Family","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jaipartap","https://www.tripadvisor.com/Profile/Jaipartap","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","Pune, India","5","Jan 2023 • Solo","Overwhelmed and good.","Always be overwhelmed and Thankful for people who made it possible for you all as a travel agency also being specific.<br />Have about a couple of days rest with Vegetable and Chicken Momos. And stay blessed. Best wishes.","Solo","0","","Written January 9, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sarah G","https://www.tripadvisor.com/Profile/I6750BPsarahg","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","","5","Jan 2023 • Couples","Trip to the Big Island","This was our second time flying with Eric and I can't say enough great things about our experiences. Definitely one-of-a-kind adventures both times and we are looking forward to our next flight! Thank you so much for an unforgettable experience!!","Couples","0","","Written January 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mike","https://www.tripadvisor.com/Profile/mikeaI6230YW","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","","5","Jan 2023 • Couples","Awesome flight","An incredible, unique experience.<br />Eric is an amazing pilot and tour guide. Will definitely be booking another flight on our next trip to Maui!","Couples","0","","Written January 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Marcela V","https://www.tripadvisor.com/Profile/marcelavN4548HX","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","","5","Jan 2023 • Couples","Amazing","The flight was amazing, we had great view of the islands and we got to see some whales. Eric is very friendly and punctual.","Couples","0","","Written January 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dana D","https://www.tripadvisor.com/Profile/danamaed90","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","Dec 2022 • Friends","Amazing flight!","Absolutely incredible experience! Laura made my Hawai’i dreams come true in this truly breathtaking flight over Maui and Molokai! Laura is an amazing pilot and was so knowledgeable and fun to fly with!<br />I cannot recommend her and Maui plane rides enough! Mahalo!","Friends","0","","Written January 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Melina S","https://www.tripadvisor.com/Profile/826melinas","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg","","5","Jan 2023 • Family","So fun!!!","Eric was amazing! I went with my mom and brother on a whim and we flew from Maui to Honolulu. Eric let us co-pilot! Hands down this was one of the best days of my life and definitely a core memory!! So fun!!!","Family","0","","Written January 6, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ryan S","https://www.tripadvisor.com/Profile/N611NTryans","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","","5","Jan 2023 • Family","Incredible","One of the best experiences I have had! Eric was fantastic and did a great job of showing us how beautiful Maui is! Definitely will have to come back again in the future.","Family","0","","Written January 6, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Cole H","https://www.tripadvisor.com/Profile/Slaw42","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","","5","Jan 2023 • Family","Great time","Great flight, it was a wonderful time! We saw some amazing sights. The waterfalls and volcanos were great!","Family","0","","Written January 5, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jay A","https://www.tripadvisor.com/Profile/jayaK3990CU","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg","","5","Jan 2023 • Friends","Terrific","Enjoyed the amount of area we were able to cover.  The volcano on the big island was very interesting and the view we had was great!","Friends","0","","Written January 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jeff W","https://www.tripadvisor.com/Profile/Y6185WOjeffw","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","5","Jan 2023 • Friends","Amaizing","Eric was excellent, great views and information. The flying experience  was ausome  volcano tour was great","Friends","0","","Written January 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Brian L","https://www.tripadvisor.com/Profile/Daydream625170","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","","5","Jan 2023 • Friends","Amazing","Great pilot, great guide. Highly recommended. Smooth flight, let Two off is fly. Views were amazing,","Friends","0","","Written January 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nathalia D","https://www.tripadvisor.com/Profile/819nathaliad","","","5","Jan 2023 • Couples","Wonderful","It was an amazing experience! Beautiful! <br />I highly recommend it if you are visiting Maui! We had a blast!","Couples","0","","Written January 3, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Scott B","https://www.tripadvisor.com/Profile/scottbP1824AD","https://media-cdn.tripadvisor.com/media/photo-s/12/5f/c0/8f/scott-b.jpg","","5","","Amazing unique experience! (And much faster than driving to Haleakala)","This was such an amazing experience! My family and I flew up and around Haleakala crater for unreal views, and a unique vantage point. In a little over an hour we saw more than people who drive seven hours do.<br />Eric was an amazing host, he met us at the car, and was a calming presence throughout. He pointed out lots of great sites and made us feel very comfortable. Our teenage son got to use some of the flight controls as well and flew for a portion of the flight. <br />This was a real highlight of our trip to Maui! It’s a bit pricey, but I would recommend it wholeheartedly.","","0","","Written January 1, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Amy G","https://www.tripadvisor.com/Profile/Panspla","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg","","5","Jan 2023 • Family","Incredible!","Incredible! Once in a lifetime experience and totally worth the price. We flew over Haleakala and it was tremendous. My son got to co-fly the plane!","Family","0","","Written January 1, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nick B","https://www.tripadvisor.com/Profile/nickbL3409BB","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg","","5","Jan 2023 • Family","“Co”-piloting","Being the copilot to the plane was incredible. You feel both safe and involved in the process of flying, and the views are out of this world!","Family","0","","Written January 1, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Andrey D","https://www.tripadvisor.com/Profile/andreydD9941QU","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","","5","Dec 2022 • Solo","Amazing","I flew the plane and it was amazomg experiwnce. The beauty was intemse and i saw some whales. Just amazing","Solo","0","","Written December 31, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Neill S","https://www.tripadvisor.com/Profile/neills457","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","","5","Dec 2022 • Family","Incredible!","By far the highlight of my son and I’s trip.  Smooth ride.  Saw dozens of whales.  Great views!!!!!!!!!!","Family","0","","Written December 26, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Eric","https://www.tripadvisor.com/Profile/ejtchr5101","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg","","5","Dec 2022 • Family","Spectacular","Incredible experience flying next to the cliffs of Molokai. Eric was an excellent guide. It was a beautiful day to fly. I would recommend this tour to anyone.","Family","0","","Written December 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nick","https://www.tripadvisor.com/Profile/AkaneAkashiya","","","5","Dec 2022 • Family","Amazing","Great had incredible fun and would recommend to others. Also it was slightly windy but that’s being in the air for you. It’s really fun for anybody who’s interested in aviation. There is however for the first 15 min getting used to the controls","Family","0","","Written December 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Elaine S","https://www.tripadvisor.com/Profile/P6596LLelaines","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","","5","Dec 2022 • Family","Fabulous","Great experience! So beautiful and exhilarating. Eric is extremely friendly and interesting and made the entire experience memorable.","Family","0","","Written December 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Erika D","https://www.tripadvisor.com/Profile/R3646KSerikad","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","","5","Dec 2022 • Family","Must go!","Beautiful views. Mountains were amazing and show stopping! Trip was amazing and service was awesome!","Family","0","","Written December 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Conference D","https://www.tripadvisor.com/Profile/conferenced","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","5","Dec 2022 • Couples","Amazing","Amazing experience <br />Very good guide <br />Beautiful trip and i really have a great time the views amazing higjly beautiful","Couples","0","","Written December 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mayuri M","https://www.tripadvisor.com/Profile/194mayurim","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","","5","Dec 2022 • Couples","Great","Great experience… loved the ride. It was once in lifetime experience.. epic view of the valley and ocean.","Couples","0","","Written December 22, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rohan","https://www.tripadvisor.com/Profile/Navigate14790109575","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","Seattle, WA","5","","Blessed","Thanks to Eric we had awesome awe-inspiring view of Molokai island and a beautiful elephant rock. On a plus side, we saw a whale as well.","","0","","Written December 22, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
