word,count,mean_rating,mean_polarity,category
twin,43,4.72093023255814,0.8770000000000001,CATE
beware,20,2.95,0.26191,ANTICIPATION
communicate,88,4.693181818181818,0.8922125000000001,TRUST
horrible,29,2.310344827586207,0.2774413793103449,ANGER
policy,36,4.305555555555555,0.7180749999999999,TRUST
understanding,70,4.714285714285714,0.8430242857142854,TRUST
serene,32,4.9375,0.9659500000000001,TRUST
lines,49,4.816326530612245,0.9125816326530611,FEAR
sunshine,65,4.815384615384615,0.9348123076923077,JOY
noisy,54,4.907407407407407,0.9274277777777777,ANGER
pay,200,4.535,0.8322435,ANTICIPATION
seasoned,40,5.0,0.952755,CATE
majesty,110,4.990909090909091,0.9339827272727274,TRUST
star,170,4.794117647058823,0.8424035294117647,ANTICIPATION
inexpensive,26,4.846153846153846,0.9162076923076922,CATE
teens,31,4.903225806451613,0.8667290322580645,CATE
evident,22,4.909090909090909,0.9087090909090908,TRUST
reading,129,4.8062015503875966,0.9122240310077518,CATE
respect,29,4.827586206896552,0.9284241379310344,ANTICIPATION
charm,19,4.894736842105263,0.9584421052631581,CATE
delighted,30,5.0,0.90359,ANTICIPATION
essential,16,4.875,0.9165125000000001,CATE
laughing,24,5.0,0.9733666666666666,JOY
wear,148,4.831081081081081,0.8941263513513514,TRUST
problem,211,4.5260663507109005,0.7117165876777252,FEAR
careful,46,4.586956521739131,0.8300260869565215,CATE
qualified,20,5.0,0.9490250000000001,TRUST
craft,31,4.870967741935484,0.9010161290322579,CATE
grandeur,76,4.907894736842105,0.9160697368421054,CATE
harbor,160,4.95,0.8666862500000001,TRUST
suitable,19,4.526315789473684,0.8707052631578946,CATE
daily,17,4.705882352941177,0.9341235294117647,ANTICIPATION
waste,52,3.1346153846153846,0.32313461538461546,DISGUST
afford,76,4.907894736842105,0.8631552631578946,CATE
save,122,4.368852459016393,0.8541106557377048,JOY
competition,17,4.529411764705882,0.8073,ANTICIPATION
noted,16,4.625,0.860275,CATE
leading,25,4.92,0.921756,TRUST
prince,23,4.956521739130435,0.909813043478261,CATE
seals,17,4.705882352941177,0.9620411764705883,TRUST
engaging,145,4.924137931034482,0.9398068965517241,JOY
fuss,18,4.333333333333333,0.37653333333333333,ANGER
anxiety,34,4.970588235294118,0.9401382352941177,ANGER
obvious,59,4.627118644067797,0.8487305084745764,TRUST
impeccable,33,4.96969696969697,0.8024878787878788,TRUST
join,38,4.947368421052632,0.9638526315789473,CATE
cheap,134,4.873134328358209,0.868120895522388,CATE
courtesy,21,4.476190476190476,0.7810047619047619,CATE
sensational,20,5.0,0.89869,JOY
smile,62,4.935483870967742,0.9490645161290322,JOY
fight,67,4.865671641791045,0.7915597014925373,ANGER
terminal,130,4.492307692307692,0.8742892307692308,FEAR
punctual,17,5.0,0.915464705882353,ANTICIPATION
comfort,121,4.87603305785124,0.9481214876033058,ANTICIPATION
prefer,27,4.851851851851852,0.8825962962962962,TRUST
magical,172,4.965116279069767,0.8788563953488372,ANTICIPATION
sadly,33,4.393939393939394,0.5914484848484849,SADNESS
destination,35,4.771428571428571,0.8702542857142858,ANTICIPATION
shout,36,4.972222222222222,0.9438249999999999,ANGER
hooked,16,5.0,0.939275,CATE
immediately,177,4.711864406779661,0.8768694915254236,ANTICIPATION
emergency,20,4.8,0.8807200000000002,FEAR
silk,30,5.0,0.9320066666666666,CATE
pristine,62,5.0,0.913791935483871,CATE
loving,17,4.9411764705882355,0.9752529411764705,JOY
center,76,4.894736842105263,0.9061776315789474,TRUST
wound,20,4.55,0.790905,ANGER
continue,38,4.894736842105263,0.9247842105263159,ANTICIPATION
gracious,61,4.967213114754099,0.9423852459016394,CATE
fully,140,4.785714285714286,0.8717771428571428,TRUST
